GeneID,logFC,logCPM,F,PValue,adj.p,comparision,expression
HORVU.MOREX.r2.1HG0000390,-1.7036750659083673,4.679359041032278,33.48143756782724,9.1817189095883e-5,0.0031206429076771312,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0002040,1.2507524015247293,2.8295824670574325,13.285391694772931,0.0034377906992146016,0.033963681391502944,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0002070,2.041185192204674,2.0578088706988114,15.816650669325128,0.0018893720207883557,0.02294468611240509,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0002090,4.272487894572028,4.107540040110648,76.99622415863634,1.6068798170734231e-6,3.142980295433019e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0003040,3.689072905359804,0.4100442459175942,11.42509930243929,0.0055765300026317174,0.04692070933453409,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0004220,2.309408587951297,-0.7298738592394605,11.368949705541745,0.005662295205876755,0.04736130750619884,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0004340,1.561239785999989,2.3789178239867828,36.385620918676366,6.304622922787308e-5,0.0024844458091708432,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0004350,-1.0040898810819652,2.4077829095768717,14.585135642947865,0.002508478422807793,0.02739890387866092,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0004630,-1.0028329441894646,8.862113599163573,22.326588410922287,5.131284239843949e-4,0.009611090744807944,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0005620,6.991062392254911,-1.9618947691120634,37.23735870134211,1.2439940112405758e-4,0.0037069284980691545,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0005660,2.2397632354017034,0.877039134176959,22.741720409860207,4.765346655002796e-4,0.009152457776375298,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0005850,-1.764376137421334,2.180403831578149,15.183367850204027,0.0021820126240513905,0.025095227249705542,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0006000,2.4045645749196876,-0.3491463683395451,19.766717490809178,8.278001053733053e-4,0.01319499212922172,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0006050,8.358733602724259,-0.812329630385994,34.039251491102554,1.7713295767221538e-4,0.0047234149089009116,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0006680,1.0958416059557972,2.6558576701413656,12.766727540460861,0.003918116558706722,0.03686577586424052,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0007100,7.955271073075491,0.538514680787571,22.495341544351184,0.0011145464433195043,0.016049735103142157,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0007740,1.4058707703899525,7.146663770201702,13.746718648355923,0.0030678334725379023,0.03138930122623034,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0009170,-2.011570834851374,1.199918615081617,19.217780770744103,9.221027419331812e-4,0.014210422119768275,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0009410,1.6029359815256465,3.990007517261351,19.918565546169788,8.037424126970806e-4,0.012985934718817576,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0010080,-1.302691802196024,2.8237253666758915,13.550925570059897,0.0032188276976042288,0.03244725076549188,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0010090,1.377791318837385,6.872221483977879,27.199585298172103,2.2725271491056415e-4,0.005601384402488813,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0011090,-1.1159945986791773,5.610661330155815,16.104784661448218,0.0017716278474216149,0.021991174505636174,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0011140,3.055709947740585,1.2516851772685913,26.9017695308554,2.3810527986578355e-4,0.0058023485975258445,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0011150,1.6724441248582107,6.874921300285815,47.86911515016066,1.738878776204532e-5,0.0012220819760695757,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0011430,-1.5041849463185095,0.5010552531999575,15.066998084952322,0.0022414116330724803,0.025607331197556975,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0011540,-2.9830907743884527,3.633023008544238,14.82180868691804,0.0023728933560342646,0.026494195109106985,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0011680,1.436158743161032,0.7368417079075346,11.236733446458432,0.005870455885735027,0.04859656922442602,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0012280,-2.678165930084446,0.6695623969706654,16.501135374375195,0.0016234340837883892,0.02072802013972612,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0012660,2.2361776684542733,2.216962654558218,23.4506683264644,4.2086856765216184e-4,0.008479564139365538,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0012680,2.1835831753861195,7.150039877916774,34.24708666598643,8.295778017098153e-5,0.0029151315580199424,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0013150,2.7762059526454017,0.15698802357362493,15.72022427047182,0.0019308104749795711,0.02329535400893771,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0013470,-2.0144301542968046,7.262188869352527,33.035556952122,9.748591343592993e-5,0.003204904856336775,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0013600,2.3636404213674513,0.07875531639348687,23.41135279013519,4.2374867152889276e-4,0.008505316799230216,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0013700,1.7633784042488183,0.9675201143894855,18.092098264306777,0.001157911194238083,0.016486426050974518,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0013930,-1.7671224804321317,7.090586920780312,11.696242727193143,0.0051832864472419055,0.04488085599756227,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0014050,2.1827499571179523,-0.2543371064347693,12.758981570255067,0.0039258667933191466,0.03689549509541963,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0014490,1.3969908838251794,9.109639412984352,23.315371597602386,4.3087740388482817e-4,0.008596386912418078,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0014600,3.388811727261597,1.449557421677161,20.351612688291358,7.395061866865301e-4,0.012193253171180227,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0017020,-1.298029530804153,1.7993157826279227,43.188449917094054,2.8426389678162153e-5,0.0015825555417593,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0017950,4.815122379551164,1.316599545384864,25.293632594695815,7.547743867238385e-4,0.012385698683706503,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0018070,6.081023319375347,0.07581030827646652,21.834092627871048,5.60895902283092e-4,0.010196799864582365,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0019120,-1.7259443255233098,4.755631069638186,40.46473334906999,3.8606457955247653e-5,0.0019346434971443346,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0019450,-1.0822215564470192,4.724506883219417,14.841714249852107,0.002361887344119201,0.026434674215947827,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0019930,2.7045168942590196,-0.347260049360282,22.824973501749447,4.6956901007404845e-4,0.009099220704859334,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0020140,1.3200579648541655,5.926223681676033,37.210165679868226,5.690462062494544e-5,0.002379180128640412,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0020310,2.329722597441538,2.3055011635169707,38.66406562508017,4.769834716029892e-5,0.002181814718493673,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0021160,1.6903063692029383,0.5792156469719199,11.63045385272243,0.00527561800790002,0.04550055373826043,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0021370,1.1654766684717657,3.3592820438628177,25.058122452125136,3.2056649568098816e-4,0.007012319369224955,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0021410,2.8482119470813236,4.232040103577166,137.2875259486371,7.328639934453746e-8,7.955165741107871e-5,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0021600,1.9417524323419475,1.6625741452054583,12.734246806531784,0.003950736125325005,0.037028166810686075,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0021720,1.7217835208548755,1.1008791672434157,25.07674227471206,3.195806028659813e-4,0.007003463647897586,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0023330,1.1638105270242947,5.365950829235664,32.1535756447657,1.0995180245245602e-4,0.0034289956368696857,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0023430,-1.7621355412026662,7.940812897651905,60.98381108516477,5.278932949654006e-6,6.362697884217974e-4,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0024570,-4.394362203893867,-0.564752764090114,15.313593646030395,0.002117718989712815,0.024652903620093158,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0025840,-1.8284015176558903,0.3419807730199943,17.65548666001578,0.0012679569099807322,0.017471354458852482,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0026830,-6.277858279829028,-0.3208421121000103,19.179066801411057,0.0018598378443657959,0.02270038029178829,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0028130,1.337716614039542,3.271242779770545,21.583845361045345,5.871551836827523e-4,0.010461169887550944,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0028240,-1.0759464887385353,2.4993923653927475,11.452102505559365,0.005535829207887572,0.04670461517009919,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0029120,1.3061984772673938,0.2919191902998668,14.325318732677504,0.002667929538017244,0.0286472647854983,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0029430,-6.245323159865916,-1.5427119637612663,22.95401300450575,0.0010430290260319823,0.015429538262307045,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0029940,-1.1920280585513723,6.575658557880885,13.011633975621981,0.0036821002754128624,0.035575434564770525,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0030350,-1.4326679750990854,1.5456089520004805,15.1611198254031,0.0021932244897016327,0.025192851127539162,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0031630,-1.5548319892936282,0.5969172706211449,21.729994935615597,5.716485269927211e-4,0.010291381173776351,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0031670,5.492774868574273,-0.928741865518432,18.599329664207147,0.0010438339816297973,0.015429538262307045,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0031680,2.7469758606964207,5.863297505284833,62.3654581640365,4.716648149042408e-6,5.921850014625849e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0032060,1.7301071843684828,0.3724708430152578,14.669018862241632,0.0024594077404230027,0.027133401826378446,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0032090,-1.0515652790879837,3.000380977887688,11.868239062635903,0.004950741310888049,0.043460513488808195,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0032450,3.393748317936336,4.890420169898183,33.54772388367143,9.100780536255853e-5,0.003113920255717312,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0033010,-1.1647670656193914,5.233025076612338,11.576190132694569,0.0053532338071129145,0.0459562158669031,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0033520,-1.824503786957094,1.0230004937493842,12.65951980643979,0.004027002572329186,0.03755316209228911,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0033760,1.0554789259758757,2.7049808996286266,12.347605888688555,0.00436463011687682,0.039944485040786876,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0034310,-1.4352458571401423,6.9767856803710355,54.34125948658879,9.369102566835265e-6,8.458860916709022e-4,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0034470,3.191401015644449,-0.7061637942901036,17.610012962333588,0.0012801088336809104,0.0175730657999499,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0035800,1.3134530690158008,5.204803817465295,48.09932989912548,1.6990912234720412e-5,0.0012117838175448824,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0035910,1.251727330071704,8.622522806728586,59.981815713169155,5.736037864374787e-6,6.579741045861215e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0036730,1.7615109356498295,0.6545585281321883,17.466322793045432,0.0013194147499522523,0.017959238826848672,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0037070,1.9924353174385119,5.34298266189247,111.24659537024887,2.296704028718247e-7,1.2875429608437687e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0038110,1.054063072208512,10.541825480322144,36.63701914161027,6.109496309026044e-5,0.002458181010000782,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0038230,4.375996110651975,4.7720871072555955,34.33888231197679,8.196427036173573e-5,0.00290484464725977,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0038360,3.4668907284461246,-0.2459910309342768,30.972717022623296,1.2968610696024787e-4,0.003816705972960989,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0038650,1.499257902363446,9.362726138627725,19.581664720653556,8.582688778052038e-4,0.013540202597102253,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0038750,-1.9273339049532647,4.819478088402219,16.79193770415222,0.0015239142112676064,0.01990360863663665,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0038910,1.9455194085102792,3.8369520192916373,80.66691000230253,1.261593051276418e-6,2.7153537583990477e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0038950,1.7913733453752176,5.246164557961712,46.012132572205005,2.1029761746273286e-5,0.0013211781625811344,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0039310,3.9848902424795876,4.440662776046218,53.22488035992032,1.0376681267677148e-5,9.162647569180416e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0039790,1.3249377485568463,0.789452799178679,21.74587893636738,5.699922988848631e-4,0.010276455595741345,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0040100,1.2682059107578916,6.727608478365587,35.02423427756809,7.497104986248106e-5,0.002763382458692612,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0040410,3.771287894955032,3.7161482983680028,62.978235231085364,4.489888121280071e-6,5.7878739599774e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0040480,2.4675455902684855,3.9624327560070878,15.597564405063762,0.0019850740647237766,0.023747987793663203,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0040490,1.527867846693568,5.3551419057502105,18.270372460827424,0.0011162252924103745,0.016064314566474322,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0040660,-1.6858432329774238,6.77378741790413,11.299373877678935,0.00577073175013861,0.04796871019615219,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0041050,-2.5634872097362305,2.7905115668860994,30.745622326107064,1.3394141929316727e-4,0.0038901106668446867,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0041090,-2.1041750243436645,6.0384246024859785,18.522001180394685,0.001060343521806558,0.015574570657658783,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0041100,-1.8540600239009584,7.150892232327718,16.26001388291028,0.00171177136076086,0.02144696487655992,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0041310,-1.211402326339186,3.730253743851959,18.230278803101744,0.0011254448986266318,0.016177683199936545,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0041440,-1.1906865526776653,3.7046303202919435,26.951578211652386,2.3624866009665883e-4,0.005770020466352642,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0041860,1.576050526623,8.34210559337684,38.50124704981063,4.863770060579001e-5,0.002199738106572559,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0042390,1.345072996061461,2.046545521082971,36.579397621673046,6.153588478137696e-5,0.0024631692862545286,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0042620,-2.089911908050337,0.3031040355355703,14.768955816164612,0.0024024097847953445,0.026749418139619667,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0042800,1.3675376232140883,5.897393982304476,11.122965703313474,0.006056813414741112,0.049430911086685146,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0042990,4.6783212327672965,-0.9420211198435895,14.540315596367172,0.002535168575241485,0.027568613353864985,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0043280,1.3427245006882793,4.861055789139636,42.89141371487517,2.9368921441345118e-5,0.0016200622889360765,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0043770,2.302895925144561,4.985091065162717,26.006263801085492,2.7458724423739107e-4,0.006297599065505245,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0043850,2.6509807812045123,4.010953044524085,149.01079208082461,4.6729679037052876e-8,6.725973735201549e-5,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0044020,-1.3325209787697765,1.955761104994165,15.189013828277234,0.0021791780535290383,0.02509202032685018,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0044090,-1.9013382245594979,0.10217069562887064,11.104582527193042,0.006087575618731324,0.04955997901558165,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0044660,3.6568384168592023,2.066278069690867,20.189178089632186,7.628695518865756e-4,0.012501518298965187,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0044740,1.3321934225236958,5.056159303717449,37.674435071739644,5.375539837045869e-5,0.002318117411660603,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0044820,-1.0575360844806674,2.476068725450203,16.487282726728623,0.0016283620081272033,0.02075347134736636,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0045440,3.215489926722898,4.282315692253816,38.52930117071242,4.847431444974082e-5,0.002199738106572559,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0045520,-2.090410276982706,1.5174323991514078,15.44605027580976,0.002054593146998003,0.02426633744483019,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0045590,-1.332186330179089,3.536398859601119,32.55353961516678,1.0408071080585833e-4,0.0033143588040766454,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0045700,-1.2228791099738872,4.165179871413292,14.706816238818211,0.002437665648074907,0.02700476475757983,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0046360,1.602057823628475,3.3656731349755042,39.19523822760079,4.4778110527308725e-5,0.002120536522615018,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0046500,1.6577922463217913,3.739215341113136,39.9604115372439,4.093095571417149e-5,0.002001382593196385,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0046510,6.749739893607878,-0.578339097783766,30.98679353148538,1.2942759053673138e-4,0.0038162771076397694,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0046670,-1.37132040847015,3.1931969915664915,12.845175096595518,0.0038406308772313334,0.03644970390808603,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0046940,-1.297900480457778,5.641464181535496,28.22519102164821,1.94065616506416e-4,0.004998018965281693,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0047370,4.584169306861488,4.2006463571065895,47.92781446541828,1.7286313104607634e-5,0.0012187594806482615,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0047430,1.2786942202896634,5.451609281830385,21.039822375457494,6.493768404110978e-4,0.011181341510678518,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0048950,-1.0980987271499651,2.094070157437995,18.627550250944594,0.0010378841186433477,0.01538698312670144,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0049380,1.5547817413813827,3.557930632274748,27.895937525995386,2.0406006075942667e-4,0.005205367010229354,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0050620,-1.4472457275633572,3.3090123141208903,13.881742435648142,0.0029685447107702656,0.030695113490861452,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0051030,2.657143901806576,2.5194005542297453,45.47448497693359,2.2245659589700788e-5,0.0013714932738345964,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0051350,-2.5525543554189163,0.7755742809459566,11.345855772379943,0.00569801986755579,0.047528189248200646,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0051620,1.6672467511216256,6.20874977239057,36.675433849901104,6.080306601597846e-5,0.002455555056944262,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0051870,-1.1238639650963282,7.0870987850623575,24.243577020359048,3.6740004927203723e-4,0.007714760964940531,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0051900,-1.0921570302475543,1.5157191934315906,11.181459354245067,0.005960141465983246,0.04900244549078859,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0051960,3.6904657031194996,4.662229859680755,36.36899164881013,6.317785119977296e-5,0.0024844458091708432,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0052200,2.8836726054973583,2.52449089583022,16.93688085645514,0.0014769925973636801,0.019519947122833812,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0052410,-1.377734479593524,6.875174464921411,59.43770529744543,6.0035978337281625e-6,6.637727444389805e-4,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0052910,1.769615992111073,-0.998520194620047,12.952835175225154,0.003737203716106347,0.035891385907257885,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0053260,2.8717679167951085,5.594578626498666,30.486755702908873,1.3899293467139117e-4,0.003985866218265304,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0053420,-3.01213262603334,0.7139900555596141,36.55584568897234,6.17171761759618e-5,0.0024631692862545286,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0053690,3.0962012311472167,7.411375991335346,19.12199080301484,9.398214090399263e-4,0.014420964281550899,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0053730,1.8540988734256507,2.105969233567918,12.63565183764894,0.004051726088009881,0.03767147844755981,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0054030,2.293713452987912,1.5189199987465096,12.072365197875337,0.004690499613099135,0.04209574969224413,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0054110,1.7039447555904075,3.222109676802245,15.677339498387289,0.001949581983079981,0.02346311696661309,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0054340,-1.4645158699236913,2.767295452584438,20.35848248900881,7.385367171467654e-4,0.012193253171180227,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0054450,1.578592684446127,-0.26679541241666177,12.9925400052755,0.003699888865489196,0.03569008443036517,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0055320,1.4606051573708454,4.6999895623566275,17.99797737711714,0.0011806547972915932,0.016663269639058047,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0055330,-1.289471039997026,6.540614962106163,11.161970641697401,0.005992147094714144,0.049181715309900974,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0055380,-3.4508555888076784,1.3107594188067997,21.019250488183026,6.5187734552077e-4,0.011216384932993349,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0055620,5.134109152841312,-1.199088205502523,30.34476574287648,1.418583173127848e-4,0.004046907215552651,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0055800,1.395588087536655,6.093668474236829,18.350410192991234,0.0010980840007912176,0.015917265738468484,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0055870,2.698591875756044,2.0118225868965456,44.628148366920364,2.4330445879151064e-5,0.001452977270307951,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0055950,1.0986009802737353,4.993710636411298,23.443894398475422,4.213631604423524e-4,0.008479564139365538,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0055970,3.376283419551163,1.335298481484603,79.03655199331183,1.4029866165221898e-6,2.877343628686089e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0056220,1.212537030554842,1.8117308194949426,18.49652133131104,0.0010658503662314227,0.015609592301564201,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0056350,2.8920846835314107,2.512234004153379,35.913297656228636,6.691302987619249e-5,0.0025783359366134393,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0056460,-1.3377442972546754,4.304037110577632,18.49134150789083,0.001066973955581732,0.015616559910900564,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0056970,-1.400660214653497,7.5826365201877435,32.735016041248144,1.0153830441009262e-4,0.0032814641328622984,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0057280,1.268239165384212,7.2497568982342955,19.92842445320091,8.022089767625298e-4,0.012978556774387614,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0057310,-3.6300037210539697,6.127458808537156,36.439726716385564,6.262019255680377e-5,0.002479047499127545,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0057620,3.0759404634726626,4.413196428163166,36.44009396146137,6.261731234905451e-5,0.002479047499127545,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0057720,4.783561877011536,-0.17521254355540047,18.591483192354314,0.001045495385171082,0.01543338135635891,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0057870,-6.253246752017859,3.094023965820358,128.43842350698074,1.0545645500682339e-7,8.602092653996512e-5,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0057900,-1.4901724632716506,3.288563453570457,14.352568050894666,0.002650658837605944,0.028512620231739796,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0058090,-1.34595903692554,5.015133007247532,64.86776470586913,3.866847241298065e-6,5.219302379315351e-4,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0058150,1.5022462176476734,9.431767085679388,17.596844226525533,0.001283653381127716,0.017611695165318568,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0058520,2.141296454582968,0.8888231437845328,30.92491514595894,1.3056851518112038e-4,0.003816705972960989,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0058590,-1.7410566671918568,2.7298942466732634,14.334988434236582,0.0026617857660264557,0.028608914821353353,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0058670,-1.0309527456250995,7.941968330421768,31.98477525555417,1.125453818301669e-4,0.0034693337268516668,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0058730,-1.8215948322814095,0.27797729235338564,12.368208230745275,0.004341327791371737,0.03977652897712166,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0059110,2.1695490973679945,6.051197896608465,28.916599085356022,1.748839873156091e-4,0.004694602893351974,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059210,2.2552363021085986,-0.7296391588661884,11.451831943744969,0.005536235276601478,0.04670461517009919,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059270,2.0620511781607815,2.5012207618572586,12.456227715039939,0.004243406568018027,0.03917173442997603,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059320,1.7356544456665566,0.8699436181669659,12.895528392112663,0.0037918440138704572,0.03620047199935099,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059350,1.2428528166001813,2.8985158232334904,20.057579328509313,7.824338259073896e-4,0.012761400410909021,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059380,1.6698474597762,2.277956748106195,21.997592027831892,5.44482026469978e-4,0.010008910260999168,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059530,1.7293929982131564,4.4031249794684655,14.641020862748805,0.0024756598511098413,0.02722397632304452,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059540,2.3057857057880553,5.819234427120167,55.395479442673256,8.521214473309733e-6,8.023921722406423e-4,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059580,2.3359526668523904,5.65635930591473,46.60669114139893,1.9774613145591795e-5,0.0013024230177257807,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0059870,1.0228536853134165,6.233741275644271,27.641113119668184,2.122103859079166e-4,0.0053625277695635125,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0060650,-1.9501855203963818,4.5985416003531725,26.536973100716473,2.522363352607137e-4,0.005991344025683942,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0060840,1.6310133512784568,2.995772365197392,21.7676125629717,5.677352295912376e-4,0.010269032166958767,ABA v.s. Control,Up
HORVU.MOREX.r2.1HG0061800,-1.2552711546993778,3.8801390985729114,13.046739638420108,0.003649656293222258,0.035346972520858076,ABA v.s. Control,Down
HORVU.MOREX.r2.1HG0061870,-2.9541577471088516,1.7482249140309556,36.000439413113135,6.617918946250918e-5,0.002568946121068029,ABA v.s. Control,Down
