# Program:featureCounts v1.6.4; Command:"featureCounts" "-T" "4" "-p" "-a" "../Hv_genome/gene_annotation/Barley_Morex_V2_gene_annotation_PGSB.all.gff3.gz" "-t" "gene" "-g" "ID" "-o" "../4_Counts/GC_GABA_ABA_geneCounts.txt" "../3_BAM/GABA_S3.STARAligned_sortedByName.bam" "../3_BAM/GABA_S2.STARAligned_sortedByName.bam" "../3_BAM/GABA_S4.STARAligned_sortedByName.bam" "../3_BAM/GABA_S1.STARAligned_sortedByName.bam" "../3_BAM/Kont_S3.STARAligned_sortedByName.bam" "../3_BAM/Kont_S2.STARAligned_sortedByName.bam" "../3_BAM/Kont_S4.STARAligned_sortedByName.bam" "../3_BAM/Kont_S1.STARAligned_sortedByName.bam" "../3_BAM/ABA_S3.STARAligned_sortedByName.bam" "../3_BAM/ABA_S2.STARAligned_sortedByName.bam" "../3_BAM/ABA_S4.STARAligned_sortedByName.bam" "../3_BAM/ABA_S1.STARAligned_sortedByName.bam" 
Geneid	../3_BAM/GABA_S3.STARAligned_sortedByName.bam	../3_BAM/GABA_S2.STARAligned_sortedByName.bam	../3_BAM/GABA_S4.STARAligned_sortedByName.bam	../3_BAM/GABA_S1.STARAligned_sortedByName.bam	../3_BAM/Kont_S3.STARAligned_sortedByName.bam	../3_BAM/Kont_S2.STARAligned_sortedByName.bam	../3_BAM/Kont_S4.STARAligned_sortedByName.bam	../3_BAM/Kont_S1.STARAligned_sortedByName.bam	../3_BAM/ABA_S3.STARAligned_sortedByName.bam	../3_BAM/ABA_S2.STARAligned_sortedByName.bam	../3_BAM/ABA_S4.STARAligned_sortedByName.bam	../3_BAM/ABA_S1.STARAligned_sortedByName.bam
HORVU.MOREX.r2.2HG0122090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122100	0	0	2	0	0	0	0	3	0	0	0	0
HORVU.MOREX.r2.2HG0122110	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122120	0	0	0	0	0	0	0	0	0	0	0	1
HORVU.MOREX.r2.2HG0122130	0	0	2	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122150	2310	3337	2831	2481	2109	808	2439	2060	1571	1539	2126	1888
HORVU.MOREX.r2.2HG0122160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122200	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122210	0	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122220	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122230	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122240	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122250	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122260	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122270	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122280	1171	1132	1218	838	1035	275	1083	1228	592	1056	923	1349
HORVU.MOREX.r2.2HG0122290	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122310	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122330	175	224	280	167	274	136	359	236	133	171	231	271
HORVU.MOREX.r2.2HG0122340	2828	3418	3194	2700	3679	1524	3121	2806	1643	2095	2448	2425
HORVU.MOREX.r2.2HG0122350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122360	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122370	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122380	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122390	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122400	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122410	0	0	0	0	3	3	8	0	1	1	0	13
HORVU.MOREX.r2.2HG0122420	0	0	0	0	5	0	2	0	0	5	0	0
HORVU.MOREX.r2.2HG0122430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122440	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122450	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122460	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122470	0	0	2	2	9	0	4	5	0	3	0	1
HORVU.MOREX.r2.2HG0122480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122500	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122510	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122530	19	32	11	56	58	11	11	19	31	7	16	46
HORVU.MOREX.r2.2HG0122540	563	804	777	1057	1313	530	1064	622	577	1010	894	859
HORVU.MOREX.r2.2HG0122550	1850	2143	2385	2773	2712	1404	2939	1534	1363	3206	2687	2858
HORVU.MOREX.r2.2HG0122560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122580	0	0	0	2	3	0	2	0	0	0	0	2
HORVU.MOREX.r2.2HG0122590	0	0	0	0	1	0	0	0	0	0	1	8
HORVU.MOREX.r2.2HG0122600	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122610	1601	2047	1778	1659	1461	768	2088	1384	1008	1436	1830	1512
HORVU.MOREX.r2.2HG0122620	1821	2407	2281	2025	2022	744	2335	1672	1185	1675	1761	1604
HORVU.MOREX.r2.2HG0122630	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122660	0	0	0	0	1	0	0	0	4	0	0	2
HORVU.MOREX.r2.2HG0122670	1106	1615	1695	1400	1471	624	1506	1133	999	1379	1387	1289
HORVU.MOREX.r2.2HG0122680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122740	41	39	65	83	121	25	116	44	74	73	100	84
HORVU.MOREX.r2.2HG0122750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122760	1	8	3	2	7	0	1	0	3	4	0	0
HORVU.MOREX.r2.2HG0122770	10470	15780	14672	10681	9987	3673	10795	10274	5892	6390	9198	8477
HORVU.MOREX.r2.2HG0122780	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122790	0	0	0	0	0	0	0	0	0	0	0	4
HORVU.MOREX.r2.2HG0122800	2	7	3	5	11	0	2	10	2	2	3	3
HORVU.MOREX.r2.2HG0122810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122820	55	101	128	85	144	43	125	79	57	124	100	137
HORVU.MOREX.r2.2HG0122830	10	19	43	25	26	11	44	19	13	35	33	16
HORVU.MOREX.r2.2HG0122840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122850	0	0	0	0	0	0	2	0	0	0	0	0
HORVU.MOREX.r2.2HG0122860	136	158	126	167	144	67	164	163	82	192	106	164
HORVU.MOREX.r2.2HG0122870	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122890	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122900	14	17	20	28	15	1	34	12	7	16	32	17
HORVU.MOREX.r2.2HG0122910	79	106	81	78	73	23	61	47	69	67	69	105
HORVU.MOREX.r2.2HG0122920	47	89	56	97	74	29	86	66	61	61	66	40
HORVU.MOREX.r2.2HG0122930	0	0	0	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.2HG0122940	0	0	3	0	0	1	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122960	7	13	12	5	15	2	6	4	1	4	3	5
HORVU.MOREX.r2.2HG0122970	174	155	219	209	334	112	228	226	200	235	187	268
HORVU.MOREX.r2.2HG0122980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0122990	0	0	1	1	0	0	0	2	2	2	0	0
HORVU.MOREX.r2.2HG0123000	0	3	1	0	0	0	0	0	0	3	0	0
HORVU.MOREX.r2.2HG0123010	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123020	19	17	16	12	34	11	29	23	13	24	9	37
HORVU.MOREX.r2.2HG0123030	429	553	527	576	616	316	722	491	289	695	466	809
HORVU.MOREX.r2.2HG0123040	144	127	160	137	156	52	155	174	93	80	85	112
HORVU.MOREX.r2.2HG0123050	16	13	18	23	40	8	23	8	39	24	38	50
HORVU.MOREX.r2.2HG0123060	0	0	0	1	0	0	0	1	0	0	0	2
HORVU.MOREX.r2.2HG0123070	0	2	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123080	354	695	529	363	176	44	279	399	121	227	169	361
HORVU.MOREX.r2.2HG0123090	0	0	0	0	0	0	0	0	0	3	0	0
HORVU.MOREX.r2.2HG0123100	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123110	6	13	11	6	15	1	14	18	5	2	6	12
HORVU.MOREX.r2.2HG0123120	790	813	750	938	763	615	924	589	463	1121	948	1110
HORVU.MOREX.r2.2HG0123130	1	4	1	5	7	5	7	0	0	4	5	2
HORVU.MOREX.r2.2HG0123140	3	0	1	5	6	4	11	1	0	10	0	0
HORVU.MOREX.r2.2HG0123150	30	32	20	9	62	21	69	38	14	40	28	68
HORVU.MOREX.r2.2HG0123160	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123170	0	0	0	0	1	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123200	462	660	568	666	488	281	767	381	256	632	582	613
HORVU.MOREX.r2.2HG0123210	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123220	0	0	0	0	0	0	0	0	0	0	0	4
HORVU.MOREX.r2.2HG0123230	1	0	0	0	0	0	0	4	0	0	0	0
HORVU.MOREX.r2.2HG0123240	0	1	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123250	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123260	0	6	0	0	0	0	9	4	1	0	0	0
HORVU.MOREX.r2.2HG0123270	2	4	1	2	1	0	3	0	1	0	3	0
HORVU.MOREX.r2.2HG0123280	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123290	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123310	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123320	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123330	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123340	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123350	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123360	16	13	27	4	3	4	13	9	5	28	38	11
HORVU.MOREX.r2.2HG0123370	9	6	40	5	7	6	19	4	2	26	27	6
HORVU.MOREX.r2.2HG0123380	14	16	34	15	9	7	18	15	0	40	22	11
HORVU.MOREX.r2.2HG0123390	58	46	105	19	10	20	50	16	12	43	44	13
HORVU.MOREX.r2.2HG0123400	19	20	44	11	10	14	19	19	2	41	25	6
HORVU.MOREX.r2.2HG0123410	1966	2335	2385	1590	2036	565	1910	1666	1170	1417	1371	1579
HORVU.MOREX.r2.2HG0123420	6	5	5	1	14	7	8	11	0	10	9	6
HORVU.MOREX.r2.2HG0123430	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123440	0	0	0	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.2HG0123450	150	178	245	217	386	218	390	179	216	485	425	593
HORVU.MOREX.r2.2HG0123460	0	0	0	2	0	0	0	0	0	1	1	0
HORVU.MOREX.r2.2HG0123470	421	349	487	370	644	151	356	386	420	491	347	605
HORVU.MOREX.r2.2HG0123480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123500	1278	1735	1732	1574	2021	646	1880	1419	1441	1432	1651	1571
HORVU.MOREX.r2.2HG0123510	295	389	387	464	406	199	425	296	285	606	446	631
HORVU.MOREX.r2.2HG0123520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123530	116	128	129	68	83	33	73	56	12	47	35	46
HORVU.MOREX.r2.2HG0123540	5806	8303	8668	4536	4579	1211	4818	4756	2203	3827	3310	4332
HORVU.MOREX.r2.2HG0123550	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123560	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123570	4	5	2	0	2	2	0	4	0	2	0	12
HORVU.MOREX.r2.2HG0123580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123590	163	153	196	266	150	92	270	114	58	253	196	139
HORVU.MOREX.r2.2HG0123600	2	7	6	1	0	3	6	8	1	3	8	0
HORVU.MOREX.r2.2HG0123610	3	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123620	2	0	1	3	7	5	6	10	4	0	1	0
HORVU.MOREX.r2.2HG0123630	184	231	245	270	411	101	361	271	185	309	279	278
HORVU.MOREX.r2.2HG0123640	1144	1685	1511	1193	1124	547	1292	1074	686	894	1043	1029
HORVU.MOREX.r2.2HG0123650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123660	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123680	0	0	1	0	1	0	0	5	0	0	0	0
HORVU.MOREX.r2.2HG0123690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123700	0	0	0	0	0	0	2	0	0	0	0	0
HORVU.MOREX.r2.2HG0123710	0	4	0	4	4	1	2	1	0	0	0	0
HORVU.MOREX.r2.2HG0123720	17	11	15	27	19	15	22	14	14	19	10	17
HORVU.MOREX.r2.2HG0123730	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.2HG0123740	1281	1709	1365	2027	1911	889	1890	1299	1078	1225	1323	1375
HORVU.MOREX.r2.2HG0123750	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123760	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123770	0	3	1	5	6	3	7	0	0	10	9	0
HORVU.MOREX.r2.2HG0123780	19483	28573	26603	20210	25969	8522	20503	23022	11486	11270	19572	16285
HORVU.MOREX.r2.2HG0123790	3	4	0	0	4	0	0	1	1	0	1	0
HORVU.MOREX.r2.2HG0123800	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123820	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123830	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123850	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123860	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123870	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123880	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123890	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123900	949	1285	1393	1601	1251	565	1374	823	618	1239	1553	1244
HORVU.MOREX.r2.2HG0123910	730	961	957	776	861	286	875	656	399	708	614	688
HORVU.MOREX.r2.2HG0123920	281	342	418	279	441	139	338	311	185	269	286	310
HORVU.MOREX.r2.2HG0123930	3	7	7	9	29	3	11	23	8	16	26	2
HORVU.MOREX.r2.2HG0123940	3	25	10	14	19	6	7	4	21	5	10	0
HORVU.MOREX.r2.2HG0123950	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123960	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123970	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0123990	623	784	919	602	1167	553	1249	876	537	1072	1167	1025
HORVU.MOREX.r2.2HG0124000	0	1	1	0	0	0	6	0	2	1	0	2
HORVU.MOREX.r2.2HG0124010	2	0	0	1	2	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124020	0	3	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124030	0	0	0	0	0	0	0	1	0	0	0	0
HORVU.MOREX.r2.2HG0124040	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124050	0	0	1	0	0	1	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124060	2	0	0	0	0	1	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124070	3	2	0	0	0	0	0	1	0	0	0	0
HORVU.MOREX.r2.2HG0124080	0	3	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124090	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124100	0	0	0	0	0	0	1	0	0	0	2	0
HORVU.MOREX.r2.2HG0124110	1	0	1	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124120	0	3	0	1	1	0	11	0	0	0	0	0
HORVU.MOREX.r2.2HG0124130	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124140	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124150	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124160	1059	1490	1252	1442	1257	587	1461	857	689	1164	1216	1034
HORVU.MOREX.r2.2HG0124170	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124180	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124190	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124200	39	70	80	54	39	24	25	36	25	54	30	81
HORVU.MOREX.r2.2HG0124210	16	24	15	26	36	13	20	14	18	6	7	34
HORVU.MOREX.r2.2HG0124220	197	283	247	375	258	86	305	184	187	236	231	296
HORVU.MOREX.r2.2HG0124230	19	24	33	28	38	23	65	22	18	53	27	41
HORVU.MOREX.r2.2HG0124240	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124250	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124260	75	69	72	82	44	28	120	38	33	57	65	49
HORVU.MOREX.r2.2HG0124270	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124280	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124290	592	712	708	622	673	284	682	522	397	601	761	600
HORVU.MOREX.r2.2HG0124300	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124310	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124320	0	0	0	0	0	0	0	0	0	1	0	0
HORVU.MOREX.r2.2HG0124330	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124340	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124350	9499	15955	3886	6213	1549	760	2344	1664	1812	1867	3799	1639
HORVU.MOREX.r2.2HG0124360	14	13	6	8	7	6	6	2	43	28	96	49
HORVU.MOREX.r2.2HG0124370	0	0	4	0	0	0	0	0	0	1	3	2
HORVU.MOREX.r2.2HG0124380	1007	1297	1228	1381	1600	641	1627	1212	822	1172	1345	1150
HORVU.MOREX.r2.2HG0124390	0	3	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124400	176	263	231	222	233	133	272	215	180	184	167	223
HORVU.MOREX.r2.2HG0124410	31	77	45	30	37	27	37	35	11	54	48	42
HORVU.MOREX.r2.2HG0124420	7	8	7	2	7	11	3	3	0	19	9	0
HORVU.MOREX.r2.2HG0124430	7	0	1	3	1	5	9	1	1	19	9	0
HORVU.MOREX.r2.2HG0124440	6	0	5	6	8	3	3	5	1	1	5	3
HORVU.MOREX.r2.2HG0124450	4	9	9	3	3	10	4	5	3	10	16	2
HORVU.MOREX.r2.2HG0124460	687	724	632	586	591	254	608	465	268	403	500	423
HORVU.MOREX.r2.2HG0124470	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124480	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124490	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124500	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124510	0	0	0	0	0	0	2	0	0	0	0	0
HORVU.MOREX.r2.2HG0124520	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124530	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124540	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124550	0	0	0	0	0	0	0	0	0	3	0	0
HORVU.MOREX.r2.2HG0124560	2	0	0	0	2	0	5	0	0	1	7	0
HORVU.MOREX.r2.2HG0124570	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124580	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124590	2	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124600	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124610	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124620	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124630	3976	4386	4759	4612	5024	2275	4839	3158	2618	4261	4292	3654
HORVU.MOREX.r2.2HG0124640	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124650	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124660	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124670	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124680	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124690	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124700	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124710	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124720	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124730	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124740	6	3	2	3	4	1	2	0	3	3	3	0
HORVU.MOREX.r2.2HG0124750	7	7	17	5	7	5	7	3	3	9	5	0
HORVU.MOREX.r2.2HG0124760	4	8	18	8	27	7	38	20	8	15	9	6
HORVU.MOREX.r2.2HG0124770	0	5	7	1	8	2	0	2	8	0	0	11
HORVU.MOREX.r2.2HG0124780	1	0	0	0	5	2	8	1	0	4	0	0
HORVU.MOREX.r2.2HG0124790	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124800	136	149	118	122	49	32	90	101	75	173	67	102
HORVU.MOREX.r2.2HG0124810	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124820	283	380	547	556	520	210	570	290	289	568	477	466
HORVU.MOREX.r2.2HG0124830	2	0	2	3	5	2	0	0	0	0	1	0
HORVU.MOREX.r2.2HG0124840	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124850	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124860	1022	968	1194	1184	1296	494	1429	780	999	1369	1241	786
HORVU.MOREX.r2.2HG0124870	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124880	231	230	235	141	266	87	229	204	130	217	193	209
HORVU.MOREX.r2.2HG0124890	572	811	671	869	821	275	938	570	548	861	855	882
HORVU.MOREX.r2.2HG0124900	0	0	0	0	0	0	0	1	0	0	0	0
HORVU.MOREX.r2.2HG0124910	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124920	0	0	0	1	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124930	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124940	0	0	0	0	0	0	0	0	0	0	1	0
HORVU.MOREX.r2.2HG0124950	216	289	328	318	548	164	520	310	229	171	245	212
HORVU.MOREX.r2.2HG0124960	251	291	299	268	270	155	530	197	113	173	258	189
HORVU.MOREX.r2.2HG0124970	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124980	0	0	0	0	0	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0124990	0	0	2	1	3	0	0	0	0	0	0	0
HORVU.MOREX.r2.2HG0125000	1424	1891	1770	1386	1309	562	1293	973	753	564	981	618
HORVU.MOREX.r2.2HG0125010	8	34	11	14	19	10	14	31	7	23	10	12
